_id,Ano,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
2099,2023,G,4,48,480,480765,Proyectos innovación Servicios Sociales,Proyectos innovación Servicios Sociales
2100,2023,G,4,48,480,480766,Bono alquiler joven,Bono alquiler joven
2101,2023,G,4,48,480,480767,FAPAR Participación educativa,FAPAR Participación educativa
2102,2023,G,4,48,480,480768,FECAPARAGÓN Participación educativa,FECAPARAGÓN Participación educativa
2103,2023,G,4,48,480,480769,FADEA Participación educativa,FADEA Participación educativa
2104,2023,G,4,48,480,480770,FAESA Participación educativa,FAESA Participación educativa
2105,2023,G,4,48,480,480771,FAPAE Participación educativa,FAPAE Participación educativa
2106,2023,G,4,48,480,480772,Aulas de Tecnificación. Fed. Aragonesa de Natación,Aulas de Tecnificación. Fed. Aragonesa de Natación
2107,2023,G,4,48,480,480773,Aulas de Tecnificación. Fed. Aragonesa de Gimnasia,Aulas de Tecnificación. Fed. Aragonesa de Gimnasia
2108,2023,G,4,48,480,480774,Aulas de Tecnificación. Fed. Aragonesa de Tenis,Aulas de Tecnificación. Fed. Aragonesa de Tenis
2109,2023,G,4,48,480,480775,Aulas de Tecnificación. Fed. Aragonesa Tenis Mesa,Aulas de Tecnificación. Fed. Aragonesa Tenis Mesa
2110,2023,G,4,48,480,480776,Aulas de Tecnificación. Fed. Aragonesa Piragüismo,Aulas de Tecnificación. Fed. Aragonesa Piragüismo
2111,2023,G,4,48,480,480777,Aulas de Tecnificación. Fed. Aragonesa Triatlón,Aulas de Tecnificación. Fed. Aragonesa Triatlón
2112,2023,G,4,48,480,480778,Aulas de Tecnificación. Fed. Aragonesa de Judo,Aulas de Tecnificación. Fed. Aragonesa de Judo
2113,2023,G,4,48,480,480779,Aulas de Tecnificación. Fed. Aragonesa Deportes In,Aulas de Tecnificación. Fed. Aragonesa Deportes In
2114,2023,G,4,48,480,480780,Aulas de Tecnificación.Fundación Alcoraz,Aulas de Tecnificación.Fundación Alcoraz
2115,2023,G,4,48,480,480781,Federación Europea de Sitios Cluniacenses (FESC),Federación Europea de Sitios Cluniacenses (FESC)
2116,2023,G,4,48,480,480782,Asoc. Monasterio de Casbas-Ana Abarca de Bolea,Asoc. Monasterio de Casbas-Ana Abarca de Bolea
2117,2023,G,4,48,480,480783,Información promoción PEPAC,Información promoción PEPAC
2118,2023,G,4,48,480,480784,Proyecto mujeres rurales,Proyecto mujeres rurales
2119,2023,G,4,48,480,480785,Ayudas competi. deport. femeninas o en igualdad,Ayudas competi. deport. femeninas o en igualdad
2120,2023,G,4,48,480,480786,Ayudas formac.técnicas arbitras juezas y entrenad.,Ayudas formac.técnicas arbitras juezas y entrenad.
2121,2023,G,4,48,480,480787,Estructura observatorio del turismo CEHTA,Estructura observatorio del turismo CEHTA
2122,2023,G,4,48,480,480788,Campaña Montaña Segura. Fed. Aragonesa Montañismo,Campaña Montaña Segura. Fed. Aragonesa Montañismo
2123,2023,G,4,48,480,480789,As. Arag. Deporte Laboral. Org. Cto España Dte. Lb,As. Arag. Deporte Laboral. Org. Cto España Dte. Lb
2124,2023,G,4,48,480,480790,COFEDAR. Gastos de organización y funcionamiento.,COFEDAR. Gastos de organización y funcionamiento.
2125,2023,G,4,48,480,480791,FA Atletismo. CETD Atletismo,FA Atletismo. CETD Atletismo
2126,2023,G,4,48,480,480792,I+Porc.Innovación sector porcino,I+Porc.Innovación sector porcino
2127,2023,G,4,48,480,480793,Fundación para la agricultura del conocimiento,Fundación para la agricultura del conocimiento
2128,2023,G,4,48,480,480794,CR IGP Trufa Negra Teruel,CR IGP Trufa Negra Teruel
2129,2023,G,4,48,480,480795,Ayudas afectados conflicto de Ucrania,Ayudas afectados conflicto de Ucrania
2130,2023,G,4,48,480,480796,Asociación ARADE,Asociación ARADE
2131,2023,G,4,48,480,480797,Subvención CRUZ ROJA Teruel atención dependientes,Subvención CRUZ ROJA Teruel atención dependientes
2132,2023,G,4,48,480,480798,Subvención ASOCIDE,Subvención ASOCIDE
2133,2023,G,4,48,480,480799,Cº.Federación Póligonos Empresariales (FEPEA),Cº.Federación Póligonos Empresariales (FEPEA)
2134,2023,G,4,48,480,480800,Plan RSA. UGT ARAGON,Plan RSA. UGT ARAGON
2135,2023,G,4,48,480,480801,Plan RSA. Comisiones Obreras Aragón,Plan RSA. Comisiones Obreras Aragón
2136,2023,G,4,48,480,480802,Plan RSA. CEPYME ARAGON,Plan RSA. CEPYME ARAGON
2137,2023,G,4,48,480,480803,Plan RSA. CEOE ARAGON,Plan RSA. CEOE ARAGON
2138,2023,G,4,48,480,480804,Aulas de emprendimiento y ATECA,Aulas de emprendimiento y ATECA
2139,2023,G,4,48,480,480805,Fondo especial segunda oportunidad,Fondo especial segunda oportunidad
2140,2023,G,4,48,480,480806,Subvención descabonizante transporte,Subvención descabonizante transporte
2141,2023,G,4,48,480,480807,Subvención Plan Director hidrógeno,Subvención Plan Director hidrógeno
2142,2023,G,4,48,480,480808,Subvención G.P. Aragón-Teruel Existe,Subvención G.P. Aragón-Teruel Existe
2143,2023,G,4,48,480,480809,Subvención G.P. Mixto - A.P. Podemos,Subvención G.P. Mixto - A.P. Podemos
2144,2023,G,4,48,480,480810,Subv. G.P. Mixto - A.P. Izquierda Unida de Aragón,Subv. G.P. Mixto - A.P. Izquierda Unida de Aragón
2145,2023,G,4,48,480,480811,Subvención G.P. Mixto - A.P. Partido Aragonés,Subvención G.P. Mixto - A.P. Partido Aragonés
2146,2023,G,4,48,480,480812,Mediación Empresarial. CEPYME,Mediación Empresarial. CEPYME
2147,2023,G,4,48,480,480813,Subv. Fundación Estatal Prevención Riesgos Laboral,Subv. Fundación Estatal Prevención Riesgos Laboral
2148,2023,G,4,48,480,480814,Subv. Federación Aragonesa Cooperativas Agrarias,Subv. Federación Aragonesa Cooperativas Agrarias
2149,2023,G,4,48,480,480815,Fundación Banco de Alimentos de Zaragoza,Fundación Banco de Alimentos de Zaragoza
2150,2023,G,4,48,480,480816,Relaciones Laborales,Relaciones Laborales
2151,2023,G,4,48,480,480817,Cº. Federación Aragonesa de Espeleología,Cº. Federación Aragonesa de Espeleología
2152,2023,G,4,48,480,480818,Sociedad VLZGZ SL. Festival Vive Latino,Sociedad VLZGZ SL. Festival Vive Latino
2153,2023,G,4,48,480,480819,Ayuda transfor.fruta excedent. F.Banco Alimen. ZGZ,Ayuda transfor.fruta excedent. F.Banco Alimen.ZGZ
2154,2023,G,4,48,480,480820,Ayuda transfor.fruta excedent. F.Banco Alimen. HU,Ayuda transfor.fruta excedent. F.Banco Alimen.HU
2155,2023,G,4,48,480,480821,Ayuda transfor.fruta excedent. F.Banco Alimen. TE,Ayuda transfor.fruta excedent. F.Banco Alimen.TE
2156,2023,G,4,48,480,480822,Ayudas a la familia y adolescencia.Fundación ANAR,Ayudas a la familia y adolescencia.Fundación ANAR
2157,2023,G,4,48,480,480823,Fundación Centro de Solidaridad,Fundación Centro de Solidaridad
2158,2023,G,4,48,480,480825,Ayudas fomento de la natalidad,Ayudas fomento de la natalidad
2159,2023,G,4,48,480,480826,Cº. USJ apoyo universitarios DAAR,Cº. USJ apoyo universitarios DAAR
2160,2023,G,4,48,480,480827,Fundación Banco de Alimentos de Huesca,Fundación Banco de Alimentos de Huesca
2161,2023,G,4,48,480,480828,Fundación Banco de Alimentos de Teruel,Fundación Banco de Alimentos de Teruel
2162,2023,G,4,48,480,480829,Programas Agencias de Colocación,Programas Agencias de Colocación
2163,2023,G,4,48,480,480830,Programas escuelas segunda oportunidad,Programas escuelas segunda oportunidad
2164,2023,G,4,48,480,480831,Cº.Impulso geoparques Aragón agentes cohesión,Cº.Impulso geoparques Aragón agentes cohesión
2165,2023,G,4,48,480,480832,Aulas de Tecnificación. Fed.Aragonesa de Bádminton,Aulas de Tecnificación. Fed.Aragonesa de Bádminton
2166,2023,G,4,48,480,480833,Subvención Fundación ADISLAF,Subvención Fundación ADISLAF
2167,2023,G,4,48,480,480834,Subvención Universidad S. Jorge-Deporte Universita,Subvención Universidad S. Jorge-Deporte Universita
2168,2023,G,4,48,480,480835,Asociación Aragonesa Deporte Laboral y Empresas,Asociación Aragonesa Deporte Laboral y Empresas
2169,2023,G,4,48,480,480836,C.D. Adapta Zaragoza,C.D. Adapta Zaragoza
2170,2023,G,4,48,480,480837,Ayudas asociaciones empresa.acc. Colabora y sinerg,Ayudas asociaciones empresa.acc. Colabora y sinerg
2171,2023,G,4,48,480,480838,"Ayudas entidades economía social,inserción laboral","Ayudas entidades economía social,inserción labora"
2172,2023,G,4,48,480,480839,Agrupación de Interés Económico el Árbol y el Ruis,Agrupación de Interés Económico el Árbol y el Ruis
2173,2023,G,4,48,480,480840,Enseñanza Concertada. Pago Sentencias Judiciales,Enseñanza Concertada. Pago Sentencias Judiciales
2174,2023,G,4,48,480,480841,Convenio FAMCP. Difusión Información UE,Convenio FAMCP. Difusión Información UE
2175,2023,G,4,48,480,480842,COFEDAR. Gastos organización y funcionamiento,COFEDAR. Gastos organización y funcionamiento
2176,2023,G,4,48,480,480843,Asociación Batalla Cutanda,Asociación Batalla Cutanda
2177,2023,G,4,48,480,480844,Aragón Reino de la Luz,Aragón Reino de la Luz
2178,2023,G,4,48,480,480845,Acciones divulgación y fomento cohesión sdad. Espa,Acciones divulgación y fomento cohesión sdad. Espa
2179,2023,G,4,48,480,480846,AZAFT. Gastos emplazamiento provisional vehículos,AZAFT. Gastos emplazamiento provisional vehículos
2180,2023,G,4,48,480,480847,Asoc. Industrias Alimentación Aragón. Proy. Promoc,Asoc. Industrias Alimentación Aragón. Proy. Promoc
2181,2023,G,4,48,480,480848,Fusión cooperativas,Fusión cooperativas
2182,2023,G,4,48,480,480849,Convenio ECODES asesoría energética hogares Aragon,Convenio ECODES asesoría energética hogares Aragon
2183,2023,G,4,48,480,480850,Subvención CEPYME. Ay. crecimiento y consol.PYMES,Subvención CEPYME. Ay. crecimiento y consol.PYMES
2184,2023,G,4,48,480,480851,"Asesoramiento, viabilidad y segunda oportunidad","Asesoramiento, viabilidad y segunda oportunidad"
2185,2023,G,4,48,480,480852,ARADE. Asoc. Aragonesa para Dependencia,ARADE. Asoc. Aragonesa para Dependencia
2186,2023,G,4,48,480,480853,Coordinadora Personas sin hogar de Zaragoza,Coordinadora Personas sin hogar de Zaragoza
2187,2023,G,4,48,480,480854,Geoparque Sobrarbe-Pirineos,Geoparque Sobrarbe-Pirineos
2188,2023,G,4,48,480,480855,Geoparque del Maestrazgo,Geoparque del Maestrazgo
2189,2023,G,4,48,480,480856,Ay. Locomoción clubes deportivos Campeonatos Españ,Ay. Locomoción clubes deportivos Campeonatos Españ
2190,2023,G,4,48,480,480857,Fundación Sta. María de Albarracín,Fundación Sta. María de Albarracín
2191,2023,G,4,48,480,480858,Conv. CEOE Teruel. Ayuda a la despoblación,Conv. CEOE Teruel. Ayuda a la despoblación
2192,2023,G,4,48,480,480859,Subvención a AINKAREN,Subvención a AINKAREN
2193,2023,G,4,48,480,480860,Impulso a la natalidad y apoyo a la familia,Impulso a la natalidad y apoyo a la familia
2194,2023,G,4,48,480,480861,ATADES. Implantación de PRODEAC en medio rural,ATADES. Implantación de PRODEAC en medio rural
2195,2023,G,4,49,490,490000,Al Exterior,Al Exterior
2196,2023,G,4,49,490,490001,A ONU Of. Década del Agua,A la ONU para Sede Oficina Década del Agua
2197,2023,G,4,49,490,490002,Proy interna. actividades,Proy internacionalización actividades púb-privadas
2198,2023,G,4,49,490,490003,Proy interna. formativas,Proy internacionalización act formativas y laboral
2199,2023,G,4,49,490,490004,Instituto Agronómico Mediterráneo de Zaragoza,Instituto Agronómico Mediterráneo de Zaragoza
2200,2023,G,4,49,490,490005,Aberdeen City Council,Aberdeen City Council
2201,2023,G,4,49,490,490006,Hydrogen Fuel Cells and Electro-Mobility,Hydrogen Fuel Cells and Electro-Mobility
2202,2023,G,4,49,490,490007,Lazio Region,Lazio Region
2203,2023,G,4,49,490,490008,Municipality of Delphi,Municipality of Delphi
2204,2023,G,4,49,490,490009,Pannon Business Network Association,Pannon Business Network Association
2205,2023,G,4,49,490,490010,Province of South Holland,Province of South Holland
2206,2023,G,4,49,490,490011,Transport Malta,Transport Malta
2207,2023,G,5,50,500,500000,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
2208,2023,G,6,60,600,600000,Terrenos y bien. natural,Terrenos y bienes naturales
2209,2023,G,6,60,602,602000,Edific. y construcciones,Edificios y otras construcciones
2210,2023,G,6,60,603,603000,Maq. instalac. y utillaje,"Maquinaria, instalación y utillaje"
2211,2023,G,6,60,603,603001,Equipos de Alta Tecnología Sanitaria,Equipos de Alta Tecnología Sanitaria
2212,2023,G,6,60,604,604000,Material de transporte,Material de transporte
2213,2023,G,6,60,605,605000,Mobiliario y enseres,Mobiliario y enseres
2214,2023,G,6,60,606,606000,Equipos procesos inform.,Equipos para procesos de información
2215,2023,G,6,60,607,607000,Bien. destin. uso general,Bienes destinados para uso general
2216,2023,G,6,60,608,608000,Otro inmoviliz. material,Otro inmovilizado material
2217,2023,G,6,60,609,609000,Inmovilizado Inmaterial,Inmovilizado Inmaterial
2218,2023,G,6,60,609,609001,Gastos Grales Proy Invest,Gastos Generales de Proyectos de Investigación
2219,2023,G,6,61,610,610000,Intereses de demora de inversiones,Intereses de demora de inversiones
2220,2023,G,7,70,700,700000,Act. restitución territ.,Actuaciones de restitución territorial
2221,2023,G,7,70,700,700001,Convenio con la Guardía Civil rescates de montaña,Convenio con la Guardía Civil rescates de montaña
2222,2023,G,7,70,700,700002,Convenio con el Instituto Pirenaico de Ecología,Convenio con el Instituto Pirenaico de Ecología
2223,2023,G,7,70,700,700003,Transferencia al Instituto Pirenáico,Transferencia al Instituto Pirenáico
2224,2023,G,7,70,705,705000,Act.seg.amb. obras hidrau,Act. de seguimiento ambiental de obras hidráulicas
2225,2023,G,7,70,705,705001,Infraest. Científica,Infraestructura Científica
2226,2023,G,7,70,705,705002,Acciones Metrología Legal,Acciones Metrología Legal. Control Mercado
2227,2023,G,7,70,705,705003,Control Mercado Prod.Indu,Acciones Control Mercado Productos Industriales
2228,2023,G,7,70,705,705004,Act. e infraes.deportivas,Actividades e Infraestructuras deportivas
2229,2023,G,7,70,705,705005,Censo de instalaciones deportivas,Censo de instalaciones deportivas
2230,2023,G,7,70,705,705006,Acciones Indistria 4.0 y fomento PYME,Acciones de Industria 4.0 y fomento de la PYME
2231,2023,G,7,70,705,705007,Subvención FUNDACIÓN EOI,Subvención FUNDACIÓN EOI
2232,2023,G,7,70,705,705008,Ayudas mejora  árboles y arboledas singulares MRR,Ayudas mejora  árboles y arboledas singulares MRR
2233,2023,G,7,71,710,710000,Transf. INAEM Op.Capital,Transferencia al INAEM para Operaciones Capital
2234,2023,G,7,71,710,710001,Transf. SALUD Op.Capital,Transferencia al SALUD para Operaciones Capital
2235,2023,G,7,71,710,710002,Transf. IASS Op.Capital,Transferencia al IASS para Operaciones Capital
2236,2023,G,7,71,710,710003,Transf. IAM Oper. Capital,Transferencia IAM por Operaciones de Capital
2237,2023,G,7,71,710,710004,Transf. IAJ Oper. Cap.,Transferencia Inst.Juventud Operaciones de Capital
2238,2023,G,7,71,710,710005,Al I.A.J. supr.barreras,Al Inst.Arag. Juventud para supresión de barreras
2239,2023,G,7,71,710,710006,Transf. SALUD para CETEC,Transferencia al SALUD para el CETEC
2240,2023,G,7,71,710,710007,Programa PREE. Rehabilitación,Programa PREE. Rehabilitación
2241,2023,G,7,72,720,720000,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
2242,2023,G,7,72,721,721000,A otros entes de la S.S.,A otros entes de la Seguridad Social
2243,2023,G,7,74,740,740000,Transf. AST Op.Capital,Transferencia a AST para Operaciones Capital
2244,2023,G,7,74,740,740001,Subv. Capital a EE.PP.,Subvenciones de Capital a Empresas Públicas
2245,2023,G,7,74,740,740002,Estación Interm.Delicias,Estación Intermodal Delicias
2246,2023,G,7,74,740,740003,Zaragoza Alta Veloc. 2002,Zaragoza Alta Velocidad 2002
2247,2023,G,7,74,740,740004,Proy.Dem.Tecnol. Agraria,Proyectos de Demostración. Tecnología Agraria
2248,2023,G,7,74,740,740005,Transf. I.A.F. Invers.,Transferencia I.A.F. Inversiones
2249,2023,G,7,74,740,740006,Sdad Prom.y Gest.Tur.Arag,Transf.Sociedad de Prom.y Gestión Turismo Aragonés
2250,2023,G,7,74,740,740007,Tr. Bco Sangre y Tejidos,Transferencia Banco de Sangre y Tejidos de Aragón
2251,2023,G,7,74,740,740008,Tran. Cons. Hospital Jaca,Transferencia al Consorcio Hospitalario de Jaca
2252,2023,G,7,74,740,740009,Transf. IACS Op.Capital,Transferencia al IACS para Operaciones Capital
2253,2023,G,7,74,740,740010,Transf IACS Células Madre,Transferencia IACS- Proyectos Células Madre
2254,2023,G,7,74,740,740011,Infr.y Equip.Universit.,Infraestructuras y Equipamientos Universitarios
2255,2023,G,7,74,740,740012,Univ.Zaragoza RAM,"UZ: Reforma, Ampliación y Mejora de Equipamiento"
2256,2023,G,7,74,740,740013,Actividades C.I.T.A.,Actividades C.I.T.A.
2257,2023,G,7,74,740,740014,Infr. para Investigación,Infraestructuras para Investigación
2258,2023,G,7,74,740,740015,Infr.Inv. Pequeño Equip.,Infraestructuras Investigac. Pequeño Equipamiento
2259,2023,G,7,74,740,740016,Infr.Inv.Grandes Instrum.,Infraestructuras Investig. Grandes Instrument.
2260,2023,G,7,74,740,740017,Acciones Sdad Información,Acciones Sociedad de la Información
2261,2023,G,7,74,740,740018,Centro Dramático Aragón,Centro Dramático de Aragón
2262,2023,G,7,74,740,740019,Transf. INAGA Op.Capital,Transferencia al INAGA para Operaciones Capital
2263,2023,G,7,74,740,740020,Tr. I.A.Agua Op.Capital,Transferencia al I.A. del Agua Operaciones Capital
2264,2023,G,7,74,740,740021,Fondo Invers. en Teruel,Fondo de Inversiones en Teruel
2265,2023,G,7,74,740,740022,Lab. Genét Fac Veterinar.,Laboratorio Genética Facultad Veterinaria
2266,2023,G,7,74,740,740023,Corp.Arag.de Radio y TV,Corporación Aragonesa de Radio y Televisión
2267,2023,G,7,74,740,740024,Dllo Estadística Pública,Desarrollo de la Estadística Pública
2268,2023,G,7,74,740,740025,Mant. Lab.Invest.Genética,Mantenimiento Laboratorio Investigación Genética
2269,2023,G,7,74,740,740026,Cons.Arag.Sanit. Alta Res,Transf. Consorcio Arag. Sanitario Alta Resolución
2270,2023,G,7,74,740,740027,Prom.Dllo Socio-Econ.,Promoción desarrollo socioeconómico.Inversión prod
2271,2023,G,7,74,740,740028,Transf. A.Calid. Infraest,Transf. Ag. Calidad y Prosp.Univers. Infr. y Equip
2272,2023,G,7,74,740,740030,Creac.Ag.Des.Ener.Renov.,Creación Agencia Desarrollo Energías Renovables
2273,2023,G,7,74,740,740031,"Conv. Genética,fauna silv",Conv. materia genética y fauna silvestre en Aragón
2274,2023,G,7,74,740,740032,Transferencia a S.V.A.,Transferencia a S.V.A.
2275,2023,G,7,74,740,740033,Ayudas Promoc.Diseño,Ayudas para promoción del diseño
2276,2023,G,7,74,740,740035,Conv. Corp. Arag. R. y Tv,Convenio Corporación Aragonesa de Radio y Telev.
2277,2023,G,7,74,740,740036,Tranf. I.T.A. Op. Capital,Transf. Instituto Tecnológico Aragón para Op.Cap.
2278,2023,G,7,74,740,740037,Cooperación al Desarrollo,Cooperación al Desarrollo
2279,2023,G,7,74,740,740038,Fmto. Gestión estiércoles,Fomento de gestión de estiércoles
2280,2023,G,7,74,740,740039,Subv. I+D+i,Subvenciones para acciones y proyectos I+D+i
2281,2023,G,7,74,740,740040,Acc. Metrolog y Seg. Indu,Acciones materia de Metrología y Seg. Industrial
2282,2023,G,7,74,740,740041,Museo vino.DO Campo Borja,Museo del vino. D.O. Campo de Borja
2283,2023,G,7,74,740,740042,Consorcio Patr. Ibérico,Consorcio Patrimonio Ibérico de Aragón
2284,2023,G,7,74,740,740043,SARGA prev.ext incend.,A SARGA para Prog. prev. y extinc. incendios
2285,2023,G,7,74,740,740044,SARGA dllo sost. RNA,A SARGA para Ges Ofic Dllo Sost Red Nat. Aragón
2286,2023,G,7,74,740,740045,Fund. Torralba Fortún,Fundación Torralba Fortún
2287,2023,G,7,74,740,740046,Proy. demo Tec. Agraria,Proyectos demostración Tecnología Agraria
2288,2023,G,7,74,740,740047,Transf. C.Empr Públ Arag,Transf. Corporación Empresarial Pública de Aragón
2289,2023,G,7,74,740,740048,Consorcio Túnel Bielsa,Consorcio Túnel Bielsa
2290,2023,G,7,74,740,740049,A SARGA. Ord.ySanid.Anim,A SARGA. Ordenación y Sanidad Animal y Controles
2291,2023,G,7,74,740,740050,Ayudas tratam.purines,Ayudas para plantas de tratamiento de purines
2292,2023,G,7,74,740,740051,Centro Innov.Tecn.Audiov.,Centro de Innovación Tecnologías Audiovisuales ITA
2293,2023,G,7,74,740,740052,Consorcio Portalet,Consorcio del Portalet
2294,2023,G,7,74,740,740053,Escuela de Hostelería,Escuela de Hostelería
2295,2023,G,7,74,740,740054,Ayudas Innoempresa,Ayudas programa Innoempresa
2296,2023,G,7,74,740,740055,U.Z. equip. campusTeruel,Universidad Zaragoza equipamiento campus Teruel
2297,2023,G,7,74,740,740056,Fom.uso ef.energi y renov,Fom uso eficiente de la energia y energías renovab
2298,2023,G,7,74,740,740057,Subv cons y compvdad Pyme,Subv consolidación y competitividad Pyme e Innoemp
2299,2023,G,7,74,740,740058,CMA - Inversiones,Ciudad del Motor de Aragón - Inversiones
2300,2023,G,7,74,740,740059,Ay.Transporte inst.aéreas,Ayudas al transporte e instalaciones aéreas
2301,2023,G,7,74,740,740060,Red Arag. Emprendedores CEEI Aragón,Red Aragonesa  Centros  Emprendedores- CEEI ARAGÓN
2302,2023,G,7,74,740,740061,Trans.IAF EMPRESA,IAF - Programa Empresa
2303,2023,G,7,74,740,740062,Convenio Fauna Salvaje,Convenio Fauna Salvaje
2304,2023,G,7,74,740,740063,Transf SODIAR I. emprende,Transferencia SODIAR - fondo impulso emprendedores
2305,2023,G,7,74,740,740064,Transf AVALIA m. emprende,Transferencia AVALIA - microcréditos emprendedores
2306,2023,G,7,74,740,740065,Reafianzamiento AVALIA,Reafianzamiento AVALIA
2307,2023,G,7,74,740,740066,Auditorías Sector Hortofr,Auditorías Sector Hortofrutícola
2308,2023,G,7,74,740,740067,F. prov. téc AVALIA,Fondo de provisiones técnicas AVALIA
2309,2023,G,7,74,740,740068,Bodega piloto DOP C.Borja,Bodega piloto DOP Campo de Borja
2310,2023,G,7,74,740,740069,Plataforma Logística de Zaragoza. Accesos PLAZA,Plataforma Logística de Zaragoza. Accesos PLAZA
2311,2023,G,7,74,740,740070,Inversiones IAF - FITE,Inversiones IAF - FITE
2312,2023,G,7,74,740,740071,Inversiones Turismo Aragón - FITE,Inversiones  Turismo Aragón - FITE
2313,2023,G,7,74,740,740072,Convenio ADIF,Convenio ADIF
2314,2023,G,7,74,740,740073,Consorcio Aeródromo de Teruel,Consorcio Aeródromo de Teruel
2315,2023,G,7,74,740,740074,Reafianzamiento Avalia riadas Ebro 2015,Reafianzamiento Avalia riadas Ebro 2015
2316,2023,G,7,74,740,740075,Creación de redes y grupos ámbito sanitario,Creación de redes y grupos ámbito sanitario
2317,2023,G,7,74,740,740076,Actividades de Transferencia e Innovación,Actividades de Transferencia e Innovación
2318,2023,G,7,74,740,740077,IAF - Programa Emprender,IAF - Programa Emprender
2319,2023,G,7,74,740,740078,ORGANISMO CRÉDITO ARAGONÉS,ORGANISMO CRÉDITO ARAGONÉS
2320,2023,G,7,74,740,740079,FONDO APOYO EMPRESAS EC SOCIAL ARAGÓN,FONDO DE APOYO A LAS EMPRESAS DE EC SOCIAL ARAGÓN
2321,2023,G,7,74,740,740080,Conv. UZ Investigación HCH,Convenio Universidad de Zaragoza HCH
2322,2023,G,7,74,740,740081,Estación de Autobuses Alcañiz,Estación de Autobuses Alcañiz
2323,2023,G,7,74,740,740082,Convenio con SODIAR,Convenio con SODIAR
2324,2023,G,7,74,740,740083,Consorcio Urbanístico Canfranc 2000,Consorcio Urbanístico Canfranc 2000
2325,2023,G,7,74,740,740084,A sarga - promoción agroalimientaria y otros,A sarga - promoción agroalimientaria y otros
2326,2023,G,7,74,740,740085,A SARGA - Inc. tiempo contrat. forestales y helitr,A SARGA - Inc. tiempo contrat. forestales y helitr
2327,2023,G,7,74,740,740086,Transf. SODIAR Fondo Economía Social,Transf. SODIAR Fondo Economía Social
2328,2023,G,7,74,740,740087,Transferencia UNIZAR. Suelos Contaminados,Transferencia UNIZAR. Suelos Contaminados
2329,2023,G,7,74,740,740088,Transferencia a SODIAR,Transferencia a SODIAR
2330,2023,G,7,74,740,740089,A SARGA. Mejora Forestal,A SARGA. Mejora Forestal
2331,2023,G,7,74,740,740090,Consorcio de Transportes del área de ZGZ,Consorcio de Transportes del área de ZGZ
2332,2023,G,7,74,740,740091,Gestión Saltos Hidroeléctricos,Gestión Saltos Hidroeléctricos
2333,2023,G,7,74,740,740092,SODIAR: redes comercial. y fin. autónom y microemp,SODIAR: redes comercial. y fin. autónom y microemp
2334,2023,G,7,74,740,740093,Plan Inversiones Feria de Zaragoza,Plan Inversiones Feria de Zaragoza
2335,2023,G,7,74,740,740094,Programa MOVES,Programa MOVES
2336,2023,G,7,74,740,740096,Fundación PCT Aula Dei. Proyecto incubadora,Fundación PCT Aula Dei. Proyecto incubadora
2337,2023,G,7,74,740,740097,No operativo,No operativo
2338,2023,G,7,74,740,740098,Transferencia SODIAR Economía circular,Transferencia SODIAR Economía circular
2339,2023,G,7,74,740,740099,Fundación Centro Astronómico Aragonés,Fundación Centro Astronómico Aragonés
2340,2023,G,7,74,740,740100,"Transf. a SARGA, Calidad y Seguridad Aliment.","Transf. a SARGA, Calidad y Seguridad Aliment."
2341,2023,G,7,74,740,740101,Fundaci. Centro Est Física Cosmos Aragon CEFCA,Fundaci. Centro Est Física Cosmos Aragon CEFCA
2342,2023,G,7,74,740,740102,Transferencia SODECASA S.A.,Transferencia SODECASA
2343,2023,G,7,74,740,740103,Transferencia ARAGON PLATAFORMA LOGISTICA S.A.U.,Transferencia ARAGON PLATAFORMA LOGISTICA S.A.U.
2344,2023,G,7,74,740,740104,FITE. CIUDAD DEL MOTOR DE ARAGON,FITE. CIUDAD DEL MOTOR ARAGON
2345,2023,G,7,74,740,740105,FITE. PARQUE TECNOLÓGICO DEL MOTOR,FITE. PARQUE TECNOLÓGICO DEL MOTOR
2346,2023,G,7,74,740,740106,Programa PREE. Rehabilitación,Programa PREE. Rehabilitación
2347,2023,G,7,74,740,740107,Agr. Europea Coop. Territ. Pirineos-Pyrénées,Agr. Europea Coop. Territ. Pirineos-Pyrénées
2348,2023,G,7,74,740,740108,Transferencia al Parque Tecnológico Walqa,Transferencia al Parque Tecnológico Walqa
2349,2023,G,7,74,740,740109,Transferencia A SODIAR. Fondo microcréditos autono,Transferencia A SODIAR. Fondo microcréditos autono
2350,2023,G,7,74,740,740110,Prog. Efic. Energ. en Explotaciones Agropecuarias,Prog. Efic. Energ. en Explotaciones Agropecuarias
2351,2023,G,7,74,740,740111,Fondo SODIAR Econo.Digital y conocimi.,Fondo SODIAR Econo.Digital y conocimi.
2352,2023,G,7,74,740,740112,SODIAR:Fondo capital semilla Startups,SODIAR:Fondo capital semilla Startups
2353,2023,G,7,74,740,740113,Cº.ADIF supresión pasos a nivel 2022,Cº.ADIF supresión pasos a nivel 2022
2354,2023,G,7,74,740,740114,Plan Cameral Competitividad. Cámara de Teruel,Plan Cameral Competitividad. Cámara de Teruel
2355,2023,G,7,74,740,740115,Plan Cameral Competitividad. Cámara de Huesca,Plan Cameral Competitividad. Cámara de Huesca
