_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D. Rec. Netos,Recaudado Neto
580,2013,74000,770010,72009,proyectos producción y transferencia conocimiento,0,0,0,0,0
581,2013,74000,799000,19090,Otras subvenciones del exterior,50000,183520,233520,325152.49,186632.49
582,2013,74000,840001,91003,Títulos representativos de ppdad empresas privadas,0,0,0,437.8,437.8
583,2013,75000,329016,91003,Tasa 16-Expedición licencias caza y pesca,2083584.94,0,2083584.94,1993028.47,1993028.47
584,2013,75000,329017,91003,"Tasa 17-S. facul. montes, forestales y v. pecuaria",108120.13,0,108120.13,158026.85,158026.85
585,2013,75000,329026,91003,Tasa 26-Tasa servicios gestión de los cotos,824254.41,0,824254.41,855842.94,855842.94
586,2013,75000,329028,91003,Tasa 28-Tasa ser.adm. protección del medio ambient,450396.34,0,450396.34,398647.06,398647.06
587,2013,75000,329029,91003,Tasa 29-Tasa S.Adm. conservación biodiversidad,10526.6,0,10526.6,12747.2,12747.2
588,2013,75000,329030,91003,Tasa 30-Tasa inscripción Reg. de org. modif. genét,160141.88,0,160141.88,0,0
589,2013,75000,329034,91003,Tasa 34-S. admtivos. calificación ambien act. clas,0,0,0,196078.46,196078.46
590,2013,75000,394005,91003,OTROS INGRESOS,0,0,0,1921.72,1921.72
591,2013,75000,520000,91003,Intereses,1500,0,1500,1250.89,1250.89
592,2013,75000,870000,91003,Remanentes de Tesorería,0,719748.74,719748.74,0,0
593,2013,76000,380100,91003,Reintegros de ejercicios cerrados,0,0,0,101.52,101.52
594,2013,76000,396100,91003,Ingresos diversos. Recursos eventuales,8818986,0,8818986,9735903.89,297933.06
595,2013,76000,520000,91003,Intereses,10000,0,10000,19651.09,19651.09
596,2013,77000,380100,91003,Reintegros de ejercicios cerrados,0,0,0,51.99,51.99
597,2013,77000,520000,91003,Intereses,100,0,100,101.17,101.17
